Time,Current,Voltage,Wattage,Power
0:00:00,0,220,0,0
1:00:00,0,220,0,0
2:00:00,0,220,0,0
3:00:00,0,220,0,0
4:00:00,0,220,0,0
5:00:00,95.45454545,220,0,210
6:00:00,118.1818182,220,0,260
7:00:00,36.36363636,220,0,80
8:00:00,40.90909091,220,0,90
9:00:00,0,220,0,0
10:00:00,0,220,0,0
11:00:00,0,220,0,0
12:00:00,0,220,0,0
13:00:00,0,220,0,0
14:00:00,0,220,0,0
15:00:00,86.36363636,220,0,190
16:00:00,131.8181818,220,0,290
17:00:00,95.45454545,220,0,210
18:00:00,81.81818182,220,0,180
19:00:00,27.27272727,220,0,60
20:00:00,0,220,0,0
21:00:00,0,220,0,0
22:00:00,0,220,0,0
23:00:00,0,220,0,0
0:00:00,0,220,0,0
1:00:00,0,220,0,0
2:00:00,0,220,0,0
3:00:00,0,220,0,0
4:00:00,1454.545455,220,0,320
5:00:00,1545.454545,220,0,340
6:00:00,909.0909091,220,0,200
7:00:00,272.7272727,220,0,60
8:00:00,227.2727273,220,0,50
9:00:00,0,220,0,0
10:00:00,0,220,0,0
11:00:00,0,220,0,0
12:00:00,0,220,0,0
13:00:00,0,220,0,0
14:00:00,681.8181818,220,0,150
15:00:00,1272.727273,220,0,280
16:00:00,1681.818182,220,0,370
17:00:00,1136.363636,220,0,250
18:00:00,0,220,0,0
19:00:00,0,220,0,0
20:00:00,0,220,0,0
21:00:00,227.2727273,220,0,50
22:00:00,181.8181818,220,0,40
23:00:00,318.1818182,220,0,70
0:00:00,409.0909091,220,0,90
1:00:00,0,220,0,0
2:00:00,363.6363636,220,0,80
3:00:00,500,220,0,110
4:00:00,0,220,0,0
5:00:00,272.7272727,220,0,60
6:00:00,227.2727273,220,0,50
7:00:00,0,220,0,0
8:00:00,227.2727273,220,0,50
9:00:00,136.3636364,220,0,30
10:00:00,227.2727273,220,0,50
11:00:00,0,220,0,0
12:00:00,0,220,0,0
13:00:00,0,220,0,0
14:00:00,136.3636364,220,0,30
15:00:00,181.8181818,220,0,40
16:00:00,363.6363636,220,0,80
17:00:00,0,220,0,0
18:00:00,0,220,0,0
19:00:00,136.3636364,220,0,30
20:00:00,227.2727273,220,0,50
21:00:00,136.3636364,220,0,30
22:00:00,318.1818182,220,0,70
23:00:00,0,220,0,0
0:00:00,363.6363636,220,0,80
1:00:00,90.90909091,220,0,20
2:00:00,0,220,0,0
3:00:00,272.7272727,220,0,60
4:00:00,227.2727273,220,0,50
5:00:00,0,220,0,0
6:00:00,272.7272727,220,0,60
7:00:00,318.1818182,220,0,70
8:00:00,227.2727273,220,0,50
9:00:00,0,220,0,0
10:00:00,181.8181818,220,0,40
11:00:00,45.45454545,220,0,10
12:00:00,136.3636364,220,0,30
13:00:00,90.90909091,220,0,20
14:00:00,136.3636364,220,0,30
15:00:00,90.90909091,220,0,20
16:00:00,136.3636364,220,0,30
17:00:00,272.7272727,220,0,60
18:00:00,181.8181818,220,0,40
19:00:00,136.3636364,220,0,30
20:00:00,409.0909091,220,0,90
21:00:00,181.8181818,220,0,40
22:00:00,363.6363636,220,0,80
23:00:00,409.0909091,220,0,90
0:00:00,136.3636364,220,0,30
1:00:00,272.7272727,220,0,60
2:00:00,227.2727273,220,0,50
3:00:00,181.8181818,220,0,40
4:00:00,318.1818182,220,0,70
